S/N,LR,LDA,KNN,CART,NB,SVM,RF,MVH,MVS
1.0,0.5025244660819455,0.4990447486980395,0.5370719469061939,0.5262796384693323,0.5287279127557488,0.49878812915636167,0.527635393420862,0.5255901730888932,0.530514317386293
1.0,0.5078283781415462,0.5024274165179314,0.5327607105503538,0.5247252425934398,0.5281659235253022,0.5048177903749195,0.5253723140420131,0.5290635227593554,0.533437780851175
1.0,0.5099768386784067,0.5052493185178327,0.5287660707438936,0.5219966164422181,0.5288097363787331,0.5060542536084343,0.5219189712718619,0.5266387830267069,0.5275033041855792
1.0,0.5058474949417612,0.5026471106804952,0.5352637600503917,0.5293726661634586,0.529792330444452,0.5020942050427186,0.5259333489203184,0.5279146092616724,0.5338318110036895
1.0,0.5097043768911839,0.5051933060958933,0.5337313924616345,0.526429386668694,0.5307738574754874,0.5057373098128534,0.5252639939241573,0.5279490878198749,0.5332259123761696
1.0,0.5098404169143671,0.5057368935773412,0.5318944531604775,0.5267121554590426,0.5273775941619588,0.5058597198477442,0.5271538135325156,0.5292288096512919,0.5321212900164165
1.0,0.508299303780566,0.504775104388302,0.5328717028542052,0.5290317071885736,0.5269743240410021,0.5062542444236572,0.5302534090090888,0.5306714497416201,0.5335404875387251
1.0,0.506186736082792,0.5019181167242578,0.5396428083000673,0.5262036973349682,0.5300715508845499,0.5028815800539207,0.5301893018412764,0.5283322383579789,0.5316324570517965
1.0,0.505641621637918,0.5025747960842679,0.5294277909229246,0.5232594634880623,0.5279994914107963,0.5020130322189054,0.5237698096196258,0.5239437592694326,0.5282250450655429
1.0,0.5031947754302478,0.49980947911759077,0.5333126963306448,0.5214574971685062,0.5265490601275654,0.5011527700001911,0.5228925162395665,0.5238874777891787,0.5275992522202543
1.0,0.5082101143987661,0.5049833463251705,0.5338764815828319,0.5287188498598723,0.5300366905854909,0.5050274810873276,0.5243742939662616,0.5305812278197927,0.5331362630656269
1.0,0.5079253587162487,0.5031705003912039,0.531631231341697,0.5207232715228197,0.5264854128884958,0.5040050640914153,0.5261084483919822,0.525708878397761,0.5284553152895468
1.0,0.5047952584658106,0.49986205587182175,0.5316736137753442,0.5247565890369039,0.524838157399436,0.5010812188856768,0.5239563613169848,0.5255047229277721,0.5283533720837097
1.0,0.5066040961207838,0.5038256527877879,0.5309941771411413,0.5267233823196538,0.52942250634167,0.503342389560243,0.5237550689034197,0.5270149058536212,0.5305743380872259
1.0,0.5054232635683521,0.4998739680262597,0.537171599666892,0.5291303274092441,0.5272830949028237,0.5012563183573406,0.5258622922292027,0.5296243667672325,0.532357937152439
1.0,0.5063625990361686,0.5008637024857102,0.5323023823595987,0.5216999486052626,0.5270562603465283,0.5014537151744543,0.5248428164776003,0.5256915436834456,0.528367765553715
