S/N,LR,LDA,KNN,CART,NB,SVM,RF,MVH,MVS
1.0,0.5445851473785315,0.4990447486980395,0.537867303980727,0.5140118947231387,0.5287279127557488,0.5446026729632751,0.5253973410645515,0.5389198095149921,0.5261196752525934
1.0,0.5422984345612349,0.5024274165179314,0.5341783466145806,0.5141849728079779,0.5281659235253022,0.5421793475115106,0.5243572076134673,0.5382366336601104,0.5279459258097683
1.0,0.5397033671176291,0.5052493185178327,0.5302735469890913,0.512877262012919,0.5288097363787331,0.5398388345295275,0.5199783502342199,0.534361462644231,0.5250258198247088
1.0,0.5421996579647919,0.5026471106804952,0.536598618139493,0.51342894424024,0.529792330444452,0.5421786967123396,0.5242047872281099,0.5389275225200084,0.5285971826099011
1.0,0.5436121750221117,0.5051933060958933,0.5347135702918411,0.5123695673705577,0.5307738574754874,0.5436891486965033,0.5190311108909585,0.5374005774911288,0.5265807538172304
1.0,0.5409271892096486,0.5057368935773412,0.5333057123126856,0.5175821122857615,0.5273775941619588,0.5408964153774691,0.52476933596201,0.538626386475317,0.528392836269484
1.0,0.5400824311888535,0.504775104388302,0.5354247351103647,0.5159362710775857,0.5269743240410021,0.540061279065973,0.5241871489608244,0.5391713100497627,0.5270808136424616
1.0,0.5485692111235514,0.5019181167242578,0.5396167717339384,0.5153259042423298,0.5300715508845499,0.548538437291372,0.5276987945980541,0.544522263621175,0.5302271033846455
1.0,0.5410454000951178,0.5025747960842679,0.5295470343484214,0.5143846600702306,0.5279994914107963,0.5410636891615745,0.5217873787596214,0.5354647489109865,0.5240026393470834
1.0,0.5380066669890767,0.49980947911759077,0.5339614373205545,0.5138805137781198,0.5265490601275654,0.538044008603703,0.5224121390648826,0.5345963919463994,0.5250306697733014
1.0,0.5428015483133183,0.5049833463251705,0.5339012257491934,0.5128946749151208,0.5300366905854909,0.5427319059030865,0.5214692897414711,0.5414877296645553,0.5296365525792723
1.0,0.5391897899866476,0.5031705003912039,0.5322782544977525,0.5122516255434029,0.5264854128884958,0.5390905189668059,0.5244341812878589,0.5366980800297629,0.5247528636140874
1.0,0.5438576803857201,0.49986205587182175,0.5310815015118893,0.5112235951171848,0.524838157399436,0.5439537066082815,0.5200813259800846,0.5374263886921735,0.5228722839741716
1.0,0.538485843749742,0.5038256527877879,0.5313000504518834,0.513503245728636,0.52942250634167,0.5383865727299004,0.5214930013678051,0.5349242935442768,0.5242381412605364
1.0,0.54292342023158,0.4998739680262597,0.5387492909336065,0.5161707404510112,0.5272830949028237,0.5429409458163237,0.5259091221737925,0.5394937108998765,0.5307963456913657
1.0,0.5382394967165343,0.5008637024857102,0.5322559571523025,0.5132540356390044,0.5270562603465283,0.5383259012297965,0.5232522035128575,0.5344695918916587,0.5234573340317811
1.0,0.5435180575038329,0.5019121215530956,0.5363794184003278,0.5169000034655631,0.5289624603170606,0.5435655934390429,0.5276729833970093,0.5400734947733813,0.5284951612161777
1.0,0.5437862419537478,0.5072765142423719,0.5341722732555323,0.5134647588914403,0.5299680025274004,0.5439311402045169,0.5239106007067219,0.5421757554680295,0.5284813403574571
1.0,0.5438068996532298,0.5012301691086698,0.5348036795311266,0.5144842001483868,0.5242894164164251,0.5438442412678561,0.5212355838497585,0.5371231530727713,0.5261615632628421
1.0,0.5412118322096239,0.5052054091207595,0.5346065862669831,0.5162089237352367,0.5277436008561758,0.5411418080585356,0.5230536614731742,0.5397175697172061,0.528246601925717
1.0,0.538898926450426,0.5022908820713499,0.5300142207667624,0.5114187014891596,0.5287416209319273,0.5388485274587923,0.5191371405636753,0.5336798137527754,0.525160983683637
1.0,0.5405774501950639,0.5021955411426152,0.5337929056313376,0.5153690501576901,0.5254188956250819,0.5405464854924562,0.5230374719814285,0.5372058528600105,0.5259786725982757
1.0,0.5365218353355297,0.4999389513583271,0.5303904562762186,0.5134062651539335,0.5284938251231799,0.5365980455282082,0.5176730792921522,0.5330740278077977,0.5245038443948841
1.0,0.5487868057114043,0.5071826657824077,0.5391882630232215,0.5165181545258012,0.5316355684697414,0.5489511382511996,0.524378550606776,0.5422119518600863,0.5313631503757491
1.0,0.5412653633159961,0.5016731839719341,0.5345223595163178,0.514843942613127,0.5276473837631862,0.5411268419772456,0.5246473858558619,0.5377258069030106,0.5267136617256751
1.0,0.540175707037533,0.5062505833908647,0.5352017179626344,0.5152609209102624,0.52833655478923,0.5405259059808605,0.524882887769315,0.5383672511234162,0.5279035433761212
1.0,0.5452512575774123,0.5056076122070332,0.5372891252585346,0.5148820477094663,0.5331281131283049,0.5451621808781544,0.5230482389132969,0.5427152564825979,0.5298003125077828
1.0,0.5434484150936012,0.5050659334298678,0.5383115077597913,0.518274033685687,0.5298213864427771,0.5435444413161625,0.5223877421447218,0.539304487016522,0.5299436837951259
1.0,0.5424119081806537,0.5069955759684196,0.533798328191215,0.515744218632463,0.532562115618865,0.5424981218234878,0.525015682995218,0.5407972225455138,0.5296415933982932
1.0,0.5399270695591861,0.504838717132716,0.5299016233115987,0.5076839605163133,0.525189501565333,0.5398961048565785,0.5180309912404961,0.5324850821537368,0.522992247188151
1.0,0.5425604329695596,0.5002098861821239,0.5387308891846078,0.5154105909217379,0.5274074136419971,0.5424802144978876,0.524045113766479,0.5406733982297389,0.5284930616414668
1.0,0.5419749229832073,0.5034664047464462,0.5346107854164046,0.5151039196346271,0.5266524176142866,0.541973205149353,0.5241784816036666,0.5369460667089387,0.5275448679460643
1.0,0.5409565142662882,0.5029810074495349,0.5341567345629574,0.5121782784071481,0.5274524682616397,0.5410236753609526,0.519682064138121,0.5347716822884914,0.5255557773178644
1.0,0.5382089137547831,0.5002523812983131,0.5338250155565148,0.5115194994724273,0.5297821361238682,0.5381100244757979,0.522272203445248,0.5365035462690729,0.5245912032602877
1.0,0.5421450598237365,0.5047281065697211,0.536213064473708,0.51471237079768,0.528747347044775,0.5421824014383627,0.5246483402080032,0.5404204489194284,0.5282268640837207
1.0,0.5447991154282477,0.510453386946307,0.536115702158149,0.5120607183208499,0.5325538300025638,0.5447194695678603,0.52629189097104,0.5412693715949894,0.5281754325520592
1.0,0.541354440015254,0.5014669289272344,0.5335577854587411,0.5154631676759688,0.5289492120696249,0.5414795222361404,0.5235565843548293,0.5363673153754616,0.5241552506028688
1.0,0.5367958240861785,0.5001248959497456,0.5302983256501087,0.5103677229183206,0.5304322477014314,0.5366478719085573,0.5208572832602473,0.5328064159691674,0.5217945398501465
1.0,0.5444475803919223,0.5017820767010747,0.5354824653661583,0.5125915519782605,0.5277356187928448,0.5443775562408341,0.5237584493796792,0.538614474320879,0.5252499821950085
1.0,0.5436476079324555,0.4994233528405211,0.532409331889801,0.5113400099809137,0.5282042194920699,0.5438804376599129,0.5210177983914774,0.5360641579439456,0.5240354000714316
1.0,0.54257689151962,0.5026360401956564,0.534679820720696,0.5148249682528436,0.5258162487627629,0.542428366730714,0.5236380262369571,0.5373013846591733,0.5269910516493769
1.0,0.5416727199038326,0.5066835603093177,0.5330862090205503,0.5133837769380553,0.5283004365850594,0.5416708111995501,0.5212757885208087,0.5379720757483323,0.5263906882642766
1.0,0.5393671799034504,0.5031682099460648,0.5333553478226065,0.5150488615648289,0.528122014128229,0.5391505396677387,0.5226526036094702,0.5346575578699017,0.52626266479908
1.0,0.5415673755249426,0.5016513810498826,0.5367871567290208,0.5176808106943183,0.5292317899895451,0.5415464142724904,0.5245996590502237,0.5385905718241167,0.5280396960818463
1.0,0.5485917775273159,0.5080659888282848,0.5406277365041556,0.5187417927153128,0.5290689499185202,0.5484532561885654,0.5298364882030462,0.5463161351948581,0.5337137794904298
